variant,round,metric,value
task1_full,356.0,coins,44.84
task1_full,357.0,coins,44.84
task1_full,358.0,coins,44.98
task1_full,359.0,coins,44.98
task1_full,360.0,coins,45.56
task1_full,361.0,coins,45.56
task1_full,362.0,coins,45.82
task1_full,363.0,coins,46.06
task1_full,364.0,coins,46.06
task1_full,365.0,coins,46.0
task1_full,366.0,coins,46.0
task1_full,367.0,coins,46.0
task1_full,368.0,coins,45.92
task1_full,369.0,coins,46.14
task1_full,370.0,coins,46.14
task1_full,371.0,coins,46.14
task1_full,372.0,coins,45.78
task1_full,373.0,coins,46.32
task1_full,374.0,coins,46.32
task1_full,375.0,coins,45.8
task1_full,376.0,coins,45.8
task1_full,377.0,coins,45.4
task1_full,378.0,coins,45.4
task1_full,379.0,coins,45.4
task1_full,380.0,coins,45.4
task1_full,381.0,coins,45.44
task1_full,382.0,coins,45.46
task1_full,383.0,coins,45.46
task1_full,384.0,coins,45.46
task1_full,385.0,coins,45.46
task1_full,386.0,coins,46.12
task1_full,387.0,coins,46.12
task1_full,388.0,coins,46.7
task1_full,389.0,coins,47.08
task1_full,390.0,coins,48.04
task1_full,391.0,coins,48.1
task1_full,392.0,coins,48.1
task1_full,393.0,coins,48.1
task1_full,394.0,coins,48.24
task1_full,395.0,coins,48.24
task1_full,396.0,coins,48.24
task1_full,397.0,coins,48.24
task1_full,398.0,coins,48.24
task1_full,399.0,coins,48.24
task1_full,400.0,coins,48.24
task1_full,401.0,coins,48.24
task1_full,402.0,coins,48.24
task1_full,403.0,coins,48.24
task1_full,404.0,coins,48.24
task1_full,405.0,coins,47.88
task1_full,406.0,coins,47.86
task1_full,407.0,coins,47.86
task1_full,408.0,coins,47.86
task1_full,409.0,coins,47.86
task1_full,410.0,coins,47.86
task1_full,411.0,coins,47.86
task1_full,412.0,coins,47.14
task1_full,413.0,coins,47.14
task1_full,414.0,coins,46.84
task1_full,415.0,coins,46.94
task1_full,416.0,coins,46.52
task1_full,417.0,coins,46.52
task1_full,418.0,coins,46.6
task1_full,419.0,coins,46.6
task1_full,420.0,coins,46.6
task1_full,421.0,coins,46.6
task1_full,422.0,coins,46.96
task1_full,423.0,coins,46.96
task1_full,424.0,coins,46.96
task1_full,425.0,coins,47.48
task1_full,426.0,coins,47.48
task1_full,427.0,coins,48.18
task1_full,428.0,coins,48.18
task1_full,429.0,coins,48.18
task1_full,430.0,coins,48.18
task1_full,431.0,coins,48.18
task1_full,432.0,coins,48.18
task1_full,433.0,coins,48.18
task1_full,434.0,coins,48.18
task1_full,435.0,coins,48.18
task1_full,436.0,coins,48.18
task1_full,437.0,coins,48.18
task1_full,438.0,coins,47.42
task1_full,439.0,coins,47.42
task1_full,440.0,coins,47.42
task1_full,441.0,coins,46.82
task1_full,442.0,coins,46.82
task1_full,443.0,coins,46.82
task1_full,444.0,coins,46.82
task1_full,445.0,coins,46.82
task1_full,446.0,coins,46.82
task1_full,447.0,coins,46.82
task1_full,448.0,coins,46.82
task1_full,449.0,coins,46.82
task1_full,450.0,coins,46.82
task1_full,451.0,coins,46.82
task1_full,452.0,coins,46.82
task1_full,453.0,coins,46.82
task1_full,454.0,coins,46.74
task1_full,455.0,coins,47.1
task1_full,456.0,coins,47.12
task1_full,457.0,coins,47.12
task1_full,458.0,coins,47.12
task1_full,459.0,coins,47.12
task1_full,460.0,coins,47.12
task1_full,461.0,coins,47.12
task1_full,462.0,coins,47.84
task1_full,463.0,coins,47.84
task1_full,464.0,coins,48.14
task1_full,465.0,coins,48.14
task1_full,466.0,coins,48.56
task1_full,467.0,coins,48.56
task1_full,468.0,coins,48.56
task1_full,469.0,coins,48.56
task1_full,470.0,coins,48.56
task1_full,471.0,coins,48.56
task1_full,472.0,coins,48.56
task1_full,473.0,coins,48.56
task1_full,474.0,coins,48.56
task1_full,475.0,coins,48.56
task1_full,476.0,coins,48.56
task1_full,477.0,coins,48.56
task1_full,478.0,coins,48.56
task1_full,479.0,coins,48.56
task1_full,480.0,coins,48.56
task1_full,481.0,coins,48.56
task1_full,482.0,coins,48.56
task1_full,483.0,coins,48.56
task1_full,484.0,coins,47.58
task1_full,485.0,coins,47.58
task1_full,486.0,coins,47.58
task1_full,487.0,coins,47.58
task1_full,488.0,coins,48.34
task1_full,489.0,coins,48.34
task1_full,490.0,coins,48.34
task1_full,491.0,coins,48.94
task1_full,492.0,coins,48.94
task1_full,493.0,coins,48.94
task1_full,494.0,coins,48.94
task1_full,495.0,coins,48.94
task1_full,496.0,coins,48.94
task1_full,497.0,coins,48.94
task1_full,498.0,coins,48.94
task1_full,499.0,coins,48.94
task1_full,500.0,coins,48.94
task1_full,501.0,coins,48.94
task1_full,502.0,coins,48.94
task1_full,503.0,coins,48.94
task1_full,504.0,coins,49.02
task1_full,505.0,coins,49.02
task1_full,506.0,coins,49.02
task1_full,507.0,coins,49.02
task1_full,508.0,coins,49.02
task1_full,509.0,coins,49.02
task1_full,510.0,coins,49.02
task1_full,511.0,coins,49.02
task1_full,512.0,coins,49.02
task1_full,513.0,coins,49.02
task1_full,514.0,coins,49.02
task1_full,515.0,coins,49.02
task1_full,516.0,coins,49.02
task1_full,517.0,coins,49.02
task1_full,518.0,coins,49.02
task1_full,519.0,coins,49.02
task1_full,520.0,coins,49.02
task1_full,521.0,coins,49.02
task1_full,522.0,coins,49.02
task1_full,523.0,coins,49.02
task1_full,524.0,coins,49.02
task1_full,525.0,coins,49.02
task1_full,526.0,coins,49.02
task1_full,527.0,coins,49.02
task1_full,528.0,coins,49.02
task1_full,529.0,coins,49.02
task1_full,530.0,coins,49.02
task1_full,531.0,coins,49.02
task1_full,532.0,coins,49.02
task1_full,533.0,coins,49.02
task1_full,534.0,coins,50.0
task1_full,535.0,coins,50.0
task1_full,536.0,coins,50.0
task1_full,537.0,coins,50.0
task1_full,538.0,coins,50.0
task1_full,539.0,coins,50.0
task1_full,540.0,coins,50.0
task1_full,541.0,coins,50.0
task1_full,542.0,coins,50.0
task1_full,543.0,coins,50.0
task1_full,544.0,coins,50.0
task1_full,545.0,coins,50.0
task1_full,546.0,coins,50.0
task1_full,547.0,coins,50.0
task1_full,548.0,coins,50.0
task1_full,549.0,coins,50.0
task1_full,550.0,coins,50.0
task1_full,551.0,coins,50.0
task1_full,552.0,coins,50.0
task1_full,553.0,coins,50.0
task1_full,554.0,coins,50.0
task1_full,555.0,coins,50.0
task1_full,556.0,coins,50.0
task1_full,557.0,coins,50.0
task1_full,558.0,coins,50.0
task1_full,559.0,coins,50.0
task1_full,560.0,coins,50.0
task1_full,561.0,coins,50.0
task1_full,562.0,coins,50.0
task1_full,563.0,coins,50.0
task1_full,564.0,coins,50.0
task1_full,565.0,coins,50.0
task1_full,566.0,coins,50.0
task1_full,567.0,coins,50.0
task1_full,568.0,coins,50.0
task1_full,569.0,coins,50.0
task1_full,570.0,coins,50.0
task1_full,571.0,coins,50.0
task1_full,572.0,coins,50.0
task1_full,573.0,coins,50.0
task1_full,574.0,coins,50.0
task1_full,575.0,coins,50.0
task1_full,576.0,coins,50.0
task1_full,577.0,coins,49.9
task1_full,578.0,coins,49.9
task1_full,579.0,coins,49.9
task1_full,580.0,coins,49.9
task1_full,581.0,coins,49.9
task1_full,582.0,coins,49.9
task1_full,583.0,coins,49.9
task1_full,584.0,coins,49.9
task1_full,585.0,coins,49.9
task1_full,586.0,coins,49.9
task1_full,587.0,coins,49.9
task1_full,588.0,coins,49.9
task1_full,589.0,coins,49.9
task1_full,590.0,coins,49.9
task1_full,591.0,coins,49.9
task1_full,592.0,coins,49.9
task1_full,593.0,coins,49.9
task1_full,594.0,coins,49.9
task1_full,595.0,coins,49.88
task1_full,596.0,coins,49.88
task1_full,597.0,coins,49.88
task1_full,598.0,coins,49.88
task1_full,599.0,coins,49.88
task1_full,600.0,coins,49.88
task1_full,601.0,coins,49.88
task1_full,602.0,coins,49.88
task1_full,603.0,coins,49.46
task1_full,604.0,coins,49.46
task1_full,605.0,coins,49.46
task1_full,606.0,coins,49.46
task1_full,607.0,coins,49.46
task1_full,608.0,coins,49.46
task1_full,609.0,coins,49.46
task1_full,610.0,coins,49.46
task1_full,611.0,coins,49.46
task1_full,612.0,coins,49.46
task1_full,613.0,coins,49.46
task1_full,614.0,coins,49.46
task1_full,615.0,coins,49.46
task1_full,616.0,coins,49.46
task1_full,617.0,coins,49.16
task1_full,618.0,coins,49.16
task1_full,619.0,coins,49.16
task1_full,620.0,coins,49.16
task1_full,621.0,coins,49.16
task1_full,622.0,coins,49.16
task1_full,623.0,coins,49.16
task1_full,624.0,coins,49.16
task1_full,625.0,coins,49.16
task1_full,626.0,coins,49.16
task1_full,627.0,coins,49.26
task1_full,628.0,coins,49.26
task1_full,629.0,coins,49.26
task1_full,630.0,coins,49.26
task1_full,631.0,coins,49.26
task1_full,632.0,coins,49.26
task1_full,633.0,coins,49.26
task1_full,634.0,coins,49.26
task1_full,635.0,coins,49.26
task1_full,636.0,coins,49.26
task1_full,637.0,coins,49.26
task1_full,638.0,coins,49.26
task1_full,639.0,coins,49.26
task1_full,640.0,coins,49.26
task1_full,641.0,coins,49.26
task1_full,642.0,coins,49.26
task1_full,643.0,coins,49.26
task1_full,644.0,coins,49.26
task1_full,645.0,coins,49.28
task1_full,646.0,coins,49.28
task1_full,647.0,coins,49.28
task1_full,648.0,coins,49.28
task1_full,649.0,coins,49.28
task1_full,650.0,coins,49.28
task1_full,651.0,coins,49.28
task1_full,652.0,coins,49.28
task1_full,653.0,coins,49.7
task1_full,654.0,coins,49.7
task1_full,655.0,coins,49.7
task1_full,656.0,coins,49.7
task1_full,657.0,coins,49.7
task1_full,658.0,coins,49.7
task1_full,659.0,coins,49.7
task1_full,660.0,coins,49.7
task1_full,661.0,coins,49.7
task1_full,662.0,coins,49.7
task1_full,663.0,coins,49.7
task1_full,664.0,coins,49.7
task1_full,665.0,coins,49.7
task1_full,666.0,coins,49.7
task1_full,667.0,coins,50.0
task1_full,668.0,coins,50.0
task1_full,669.0,coins,49.8
task1_full,670.0,coins,49.8
task1_full,671.0,coins,49.8
task1_full,672.0,coins,49.8
task1_full,673.0,coins,49.8
task1_full,674.0,coins,49.8
task1_full,675.0,coins,49.8
task1_full,676.0,coins,49.8
task1_full,677.0,coins,49.8
task1_full,678.0,coins,49.8
task1_full,679.0,coins,49.8
task1_full,680.0,coins,49.8
task1_full,681.0,coins,49.8
task1_full,682.0,coins,49.8
task1_full,683.0,coins,49.8
task1_full,684.0,coins,49.8
task1_full,685.0,coins,49.8
task1_full,686.0,coins,49.8
task1_full,687.0,coins,49.8
task1_full,688.0,coins,49.8
task1_full,689.0,coins,49.8
task1_full,690.0,coins,49.8
task1_full,691.0,coins,49.8
task1_full,692.0,coins,49.8
task1_full,693.0,coins,49.8
task1_full,694.0,coins,49.8
task1_full,695.0,coins,49.8
task1_full,696.0,coins,49.8
task1_full,697.0,coins,49.8
task1_full,698.0,coins,49.8
task1_full,699.0,coins,49.8
task1_full,700.0,coins,49.8
task1_full,701.0,coins,49.8
task1_full,702.0,coins,49.8
task1_full,703.0,coins,49.8
task1_full,704.0,coins,49.8
task1_full,705.0,coins,49.8
task1_full,706.0,coins,49.8
task1_full,707.0,coins,49.8
task1_full,708.0,coins,49.8
task1_full,709.0,coins,49.8
task1_full,710.0,coins,49.8
task1_full,711.0,coins,49.8
task1_full,712.0,coins,49.8
task1_full,713.0,coins,49.8
task1_full,714.0,coins,49.8
task1_full,715.0,coins,49.8
task1_full,716.0,coins,49.8
task1_full,717.0,coins,49.8
task1_full,718.0,coins,49.8
task1_full,719.0,coins,50.0
task1_full,720.0,coins,50.0
task1_full,721.0,coins,50.0
task1_full,722.0,coins,50.0
task1_full,723.0,coins,50.0
task1_full,724.0,coins,50.0
task1_full,725.0,coins,50.0
task1_full,726.0,coins,50.0
task1_full,727.0,coins,50.0
task1_full,728.0,coins,50.0
task1_full,729.0,coins,50.0
task1_full,730.0,coins,50.0
task1_full,731.0,coins,50.0
task1_full,732.0,coins,50.0
task1_full,733.0,coins,50.0
task1_full,734.0,coins,50.0
task1_full,735.0,coins,50.0
task1_full,736.0,coins,50.0
task1_full,737.0,coins,50.0
task1_full,738.0,coins,50.0
task1_full,739.0,coins,50.0
task1_full,740.0,coins,50.0
task1_full,741.0,coins,50.0
task1_full,742.0,coins,50.0
task1_full,743.0,coins,50.0
task1_full,744.0,coins,50.0
task1_full,745.0,coins,50.0
task1_full,746.0,coins,50.0
task1_full,747.0,coins,50.0
task1_full,748.0,coins,50.0
task1_full,749.0,coins,50.0
task1_full,750.0,coins,50.0
task1_full,751.0,coins,50.0
task1_full,752.0,coins,50.0
task1_full,753.0,coins,50.0
task1_full,754.0,coins,50.0
task1_full,755.0,coins,50.0
task1_full,756.0,coins,50.0
task1_full,757.0,coins,50.0
task1_full,758.0,coins,50.0
task1_full,759.0,coins,50.0
task1_full,760.0,coins,50.0
task1_full,761.0,coins,50.0
task1_full,762.0,coins,50.0
task1_full,763.0,coins,50.0
task1_full,764.0,coins,50.0
task1_full,765.0,coins,50.0
task1_full,766.0,coins,50.0
task1_full,767.0,coins,50.0
task1_full,768.0,coins,50.0
task1_full,769.0,coins,50.0
task1_full,770.0,coins,50.0
task1_full,771.0,coins,50.0
task1_full,772.0,coins,50.0
task1_full,773.0,coins,50.0
task1_full,774.0,coins,50.0
task1_full,775.0,coins,50.0
task1_full,776.0,coins,50.0
task1_full,777.0,coins,50.0
task1_full,778.0,coins,50.0
task1_full,779.0,coins,50.0
task1_full,780.0,coins,50.0
task1_full,781.0,coins,50.0
task1_full,782.0,coins,50.0
task1_full,783.0,coins,50.0
task1_full,784.0,coins,50.0
task1_full,785.0,coins,50.0
task1_full,786.0,coins,50.0
task1_full,787.0,coins,50.0
task1_full,788.0,coins,50.0
task1_full,789.0,coins,50.0
task1_full,790.0,coins,49.16
task1_full,791.0,coins,49.16
task1_full,792.0,coins,49.16
task1_full,793.0,coins,49.16
task1_full,794.0,coins,49.16
task1_full,795.0,coins,49.16
task1_full,796.0,coins,49.16
task1_full,797.0,coins,49.16
task1_full,798.0,coins,49.16
task1_full,799.0,coins,49.16
task1_full,800.0,coins,49.16
